id,first_name,last_name,username,email,gender,ip_address,race,street_name,city,state,postal_code,drinks,age,commited_crime
382,Charles,Stone,cstoneal,cstoneal@japanpost.jp,Male,232.59.96.164,Ottawa,Summit,Visalia,CA,93291,Weekly,26,false
383,Juan,Wagner,jwagneram,jwagneram@mayoclinic.com,Male,112.164.189.234,Potawatomi,Corry,Miami,FL,33196,Daily,57,true
384,Harold,Miller,hmilleran,hmilleran@forbes.com,Male,197.39.14.193,Thai,Burrows,Charleston,SC,29424,Seldom,68,true
385,Phyllis,Gardner,pgardnerao,pgardnerao@chron.com,Female,16.221.246.19,Bangladeshi,Nova,Honolulu,HI,96825,Seldom,79,true
386,Tammy,Foster,tfosterap,tfosterap@japanpost.jp,Female,28.221.17.244,South American,Laurel,Fort Wayne,IN,46862,Weekly,56,true
387,Janet,Ford,jfordaq,jfordaq@mtv.com,Female,104.205.16.53,Cherokee,Nobel,Plano,TX,75074,Yearly,64,false
388,Linda,Sanchez,lsanchezar,lsanchezar@ezinearticles.com,Female,133.48.8.50,Thai,Mesta,Dayton,OH,45432,Once,83,true
389,Frank,Garcia,fgarciaas,fgarciaas@hibu.com,Male,222.29.93.14,Houma,Helena,Orlando,FL,32813,Often,26,false
390,Angela,Williams,awilliamsat,awilliamsat@cargocollective.com,Female,187.101.204.205,Chippewa,Mcbride,Pomona,CA,91797,Weekly,72,false
391,Lori,Hunter,lhunterau,lhunterau@dion.ne.jp,Female,144.222.237.140,Native Hawaiian,Anzinger,Wilmington,DE,19897,Never,61,false
392,Gerald,Gutierrez,ggutierrezav,ggutierrezav@businesswire.com,Male,167.114.137.1,Sioux,Badeau,Fort Worth,TX,76198,Monthly,42,true
393,Debra,Robinson,drobinsonaw,drobinsonaw@deliciousdays.com,Female,53.196.221.244,Apache,Hallows,Fort Worth,TX,76129,Yearly,61,false
394,Beverly,Bishop,bbishopax,bbishopax@cpanel.net,Female,150.243.203.76,Thai,Dahle,Fort Myers,FL,33994,Often,87,true
395,Paul,Lewis,plewisay,plewisay@cnn.com,Male,14.63.25.114,Houma,1st,Kansas City,MO,64153,Weekly,38,true
396,Benjamin,Allen,ballenaz,ballenaz@over-blog.com,Male,97.174.223.74,Micronesian,Pond,Seattle,WA,98115,Daily,85,true
397,Margaret,Moore,mmooreb0,mmooreb0@opensource.org,Female,36.192.137.142,Alaskan Athabascan,Fulton,Denver,CO,80228,Never,86,false
398,Aaron,Mccoy,amccoyb1,amccoyb1@creativecommons.org,Male,193.46.82.182,Costa Rican,Kenwood,Whittier,CA,90610,Often,34,false
399,Philip,Hill,phillb2,phillb2@mac.com,Male,222.171.142.254,Iroquois,Dakota,Santa Barbara,CA,93150,Monthly,55,false
400,William,Ramos,wramosb3,wramosb3@ibm.com,Male,209.210.6.184,Lumbee,Lerdahl,Austin,TX,78778,Yearly,18,true
401,Willie,Thomas,wthomasb4,wthomasb4@trellian.com,Male,25.221.240.133,Chickasaw,Weeping Birch,Whittier,CA,90610,Once,38,true
402,Jose,Johnson,jjohnsonb5,jjohnsonb5@usa.gov,Male,160.101.20.225,Black or African American,Anniversary,Dallas,TX,75372,Yearly,92,false
403,Catherine,Burns,cburnsb6,cburnsb6@spiegel.de,Female,144.14.130.162,Guatemalan,Straubel,Houston,TX,77060,Seldom,80,true
404,Justin,Baker,jbakerb7,jbakerb7@sbwire.com,Male,95.85.175.188,Black or African American,Trailsway,Houston,TX,77234,Never,39,true
405,Fred,Rodriguez,frodriguezb8,frodriguezb8@netscape.com,Male,246.183.201.176,Alaskan Athabascan,Stephen,Bowie,MD,20719,Once,97,false
406,Laura,Murphy,lmurphyb9,lmurphyb9@e-recht24.de,Female,205.202.146.235,Latin American Indian,Starling,Atlanta,GA,31196,Seldom,70,true
407,Aaron,Hunter,ahunterba,ahunterba@4shared.com,Male,15.19.24.20,Bangladeshi,Roxbury,Bozeman,MT,59771,Yearly,62,false
408,Alan,Wells,awellsbb,awellsbb@netscape.com,Male,211.214.58.60,Cherokee,Bonner,Richmond,VA,23285,Monthly,63,true
409,Fred,Bryant,fbryantbc,fbryantbc@printfriendly.com,Male,98.138.13.1,Yaqui,Kipling,Topeka,KS,66642,Yearly,42,true
410,Russell,Barnes,rbarnesbd,rbarnesbd@ask.com,Male,125.32.201.130,Cree,Acker,Stockton,CA,95205,Monthly,34,false
411,Adam,Hanson,ahansonbe,ahansonbe@goo.gl,Male,186.218.72.160,Navajo,Sheridan,Pompano Beach,FL,33064,Yearly,87,false
412,Linda,Bell,lbellbf,lbellbf@ucla.edu,Female,196.214.215.8,Guatemalan,Carioca,Albany,NY,12255,Seldom,60,false
413,Kathleen,Jenkins,kjenkinsbg,kjenkinsbg@tuttocitta.it,Female,111.109.7.209,Alaskan Athabascan,Dexter,Los Angeles,CA,90045,Daily,80,true
414,Jeremy,Kelly,jkellybh,jkellybh@1und1.de,Male,117.87.52.100,Cree,Butternut,Miami,FL,33147,Often,23,true
415,Harold,Jones,hjonesbi,hjonesbi@csmonitor.com,Male,115.148.204.51,Korean,Grasskamp,San Jose,CA,95138,Never,59,true
416,Lori,Kelley,lkelleybj,lkelleybj@indiegogo.com,Female,175.156.245.112,Navajo,Briar Crest,Salt Lake City,UT,84110,Seldom,87,false
417,Kelly,Palmer,kpalmerbk,kpalmerbk@twitter.com,Female,143.82.154.241,South American,Di Loreto,College Station,TX,77844,Weekly,51,false
418,Johnny,Nguyen,jnguyenbl,jnguyenbl@jigsy.com,Male,250.220.173.162,Potawatomi,Hallows,Long Beach,CA,90810,Daily,50,false
419,Deborah,Armstrong,darmstrongbm,darmstrongbm@a8.net,Female,144.214.199.143,Samoan,Tomscot,Tampa,FL,33673,Yearly,67,false
420,Frances,Weaver,fweaverbn,fweaverbn@time.com,Female,8.211.222.6,Yaqui,Sundown,Lake Charles,LA,70607,Often,80,true
421,Sara,Kelly,skellybo,skellybo@dedecms.com,Female,211.34.102.119,Polynesian,Milwaukee,Arlington,VA,22205,Monthly,74,true
422,Henry,Williams,hwilliamsbp,hwilliamsbp@lulu.com,Male,109.223.132.215,Osage,Helena,Tallahassee,FL,32309,Monthly,91,false
423,Paul,Baker,pbakerbq,pbakerbq@myspace.com,Male,96.221.5.34,Argentinian,Algoma,Independence,MO,64054,Once,94,true
424,Carlos,Hunt,chuntbr,chuntbr@vinaora.com,Male,121.234.223.79,Panamanian,Tennyson,Nashville,TN,37215,Never,83,false
425,Jessica,Riley,jrileybs,jrileybs@mit.edu,Female,139.87.42.120,Polynesian,Algoma,Detroit,MI,48206,Yearly,63,true
426,Heather,Price,hpricebt,hpricebt@blinklist.com,Female,233.221.9.248,Korean,Arrowood,Detroit,MI,48224,Monthly,98,false
427,Jack,Harrison,jharrisonbu,jharrisonbu@examiner.com,Male,199.76.152.147,Salvadoran,Northport,Columbia,SC,29220,Often,60,true
428,Joseph,Ray,jraybv,jraybv@hibu.com,Male,153.121.42.255,Native Hawaiian and Other Pacific Islander (NHPI),Granby,Washington,DC,20244,Yearly,42,false
429,Christina,Bennett,cbennettbw,cbennettbw@constantcontact.com,Female,68.110.164.6,Uruguayan,Pond,Kansas City,MO,64199,Daily,69,true
430,Doris,Martinez,dmartinezbx,dmartinezbx@google.it,Female,111.97.27.167,Paiute,Waubesa,Memphis,TN,38109,Seldom,24,true
431,Anne,Gibson,agibsonby,agibsonby@wufoo.com,Female,34.153.37.197,Lumbee,Burning Wood,Knoxville,TN,37919,Daily,91,true
432,Shawn,Montgomery,smontgomerybz,smontgomerybz@irs.gov,Male,126.197.55.30,Iroquois,Hansons,Greensboro,NC,27409,Once,91,false
433,Joshua,Wheeler,jwheelerc0,jwheelerc0@freewebs.com,Male,122.142.206.84,Chippewa,Lien,Atlanta,GA,30328,Monthly,94,false
434,Justin,Kelly,jkellyc1,jkellyc1@imdb.com,Male,59.140.69.238,Cuban,Erie,Colorado Springs,CO,80925,Daily,92,true
435,Janice,Mitchell,jmitchellc2,jmitchellc2@dyndns.org,Female,93.253.198.143,American Indian and Alaska Native (AIAN),Hintze,Oakland,CA,94611,Monthly,45,false
436,Lori,Medina,lmedinac3,lmedinac3@bing.com,Female,249.187.6.186,Choctaw,Corben,Minneapolis,MN,55417,Monthly,33,true
437,Jacqueline,Thompson,jthompsonc4,jthompsonc4@shareasale.com,Female,167.212.54.81,Black or African American,Northport,Houston,TX,77201,Never,92,true
438,Arthur,Burton,aburtonc5,aburtonc5@msu.edu,Male,242.94.166.133,Apache,Norway Maple,Houston,TX,77201,Yearly,68,false
439,Todd,Coleman,tcolemanc6,tcolemanc6@berkeley.edu,Male,68.182.198.54,Delaware,Transport,Detroit,MI,48224,Once,59,true
440,Fred,Carroll,fcarrollc7,fcarrollc7@fotki.com,Male,159.238.69.107,Shoshone,Weeping Birch,Bradenton,FL,34205,Once,60,true
441,Michelle,Sims,msimsc8,msimsc8@wix.com,Female,215.80.168.196,Cheyenne,Delladonna,Saint Paul,MN,55166,Daily,95,false
442,Lisa,Mills,lmillsc9,lmillsc9@mail.ru,Female,254.254.231.9,Laotian,Harper,Alexandria,VA,22333,Daily,71,true
443,Nicholas,Kelly,nkellyca,nkellyca@nature.com,Male,119.162.48.166,Spaniard,Lindbergh,Morgantown,WV,26505,Weekly,71,true
444,Norma,Washington,nwashingtoncb,nwashingtoncb@ameblo.jp,Female,12.174.214.101,Salvadoran,Hagan,Cincinnati,OH,45243,Monthly,88,false
445,Mark,Lawrence,mlawrencecc,mlawrencecc@51.la,Male,118.135.51.27,Yuman,Northwestern,Flint,MI,48505,Monthly,47,false
446,Mark,Simmons,msimmonscd,msimmonscd@nps.gov,Male,180.1.138.167,Cheyenne,Dahle,Atlanta,GA,31106,Daily,20,true
447,Kevin,Brown,kbrownce,kbrownce@ox.ac.uk,Male,68.120.69.154,Cheyenne,Blaine,Southfield,MI,48076,Never,95,false
448,Fred,Henry,fhenrycf,fhenrycf@aboutads.info,Male,39.255.43.12,Samoan,Barby,Tacoma,WA,98481,Never,80,true
449,Jeremy,Jones,jjonescg,jjonescg@bing.com,Male,115.192.251.202,Bolivian,Amoth,El Paso,TX,79911,Monthly,78,true
450,Amanda,Ruiz,aruizch,aruizch@harvard.edu,Female,245.211.16.103,Salvadoran,Leroy,New York City,NY,10019,Monthly,67,true
451,Richard,Phillips,rphillipsci,rphillipsci@upenn.edu,Male,40.13.151.64,Ute,Cambridge,El Paso,TX,88553,Daily,32,false
452,Roger,West,rwestcj,rwestcj@ebay.co.uk,Male,83.92.41.195,Cree,Harbort,Dallas,TX,75265,Monthly,44,false
453,Louis,Carter,lcarterck,lcarterck@sfgate.com,Male,90.42.122.197,Tongan,Calypso,Los Angeles,CA,90025,Often,88,false
454,Jonathan,Knight,jknightcl,jknightcl@hostgator.com,Male,27.122.135.250,American Indian,Kensington,Dallas,TX,75287,Often,92,true
455,Gloria,Lawrence,glawrencecm,glawrencecm@utexas.edu,Female,35.199.73.176,Shoshone,Evergreen,Reno,NV,89595,Seldom,97,false
456,Arthur,Watson,awatsoncn,awatsoncn@hostgator.com,Male,199.121.96.84,Yakama,Sloan,Pasadena,TX,77505,Often,88,true
457,Phyllis,Sims,psimsco,psimsco@theglobeandmail.com,Female,130.195.217.230,Latin American Indian,Steensland,Richmond,VA,23272,Once,84,false
458,Randy,Powell,rpowellcp,rpowellcp@forbes.com,Male,121.161.97.18,Sri Lankan,Everett,Pasadena,CA,91109,Weekly,33,true
459,Benjamin,Nguyen,bnguyencq,bnguyencq@nps.gov,Male,183.48.218.233,Ute,Comanche,Los Angeles,CA,90071,Weekly,18,false
460,Joe,Greene,jgreenecr,jgreenecr@hibu.com,Male,204.185.67.173,Shoshone,Northland,Clearwater,FL,33758,Weekly,76,true
461,Susan,Ford,sfordcs,sfordcs@columbia.edu,Female,106.137.231.254,Comanche,Rieder,Portland,OR,97221,Seldom,96,true
462,Christina,Ross,crossct,crossct@cam.ac.uk,Female,129.111.242.28,White,Lakewood Gardens,Humble,TX,77346,Seldom,52,false
463,Diana,Burns,dburnscu,dburnscu@eepurl.com,Female,169.31.218.158,Laotian,Victoria,Oklahoma City,OK,73167,Monthly,91,true
464,Katherine,Cook,kcookcv,kcookcv@nymag.com,Female,235.165.135.76,South American,Bunting,Saint Paul,MN,55166,Weekly,45,true
465,Debra,Hernandez,dhernandezcw,dhernandezcw@bloglines.com,Female,13.159.126.89,Asian,Doe Crossing,Baton Rouge,LA,70894,Often,85,false
466,Anna,Bailey,abaileycx,abaileycx@sun.com,Female,97.33.101.16,Japanese,Red Cloud,Manassas,VA,22111,Never,79,false
467,Donna,Ruiz,druizcy,druizcy@msu.edu,Female,246.244.145.122,Native Hawaiian,Warrior,Kansas City,MO,64190,Monthly,56,true
468,Evelyn,Wheeler,ewheelercz,ewheelercz@npr.org,Female,60.150.75.140,Chickasaw,Hanson,Lakeland,FL,33805,Once,57,true
469,Julie,Nichols,jnicholsd0,jnicholsd0@cyberchimps.com,Female,129.6.84.121,Spaniard,Blaine,San Antonio,TX,78285,Weekly,29,false
470,Rebecca,Davis,rdavisd1,rdavisd1@columbia.edu,Female,247.195.232.151,Vietnamese,Clemons,Cincinnati,OH,45271,Seldom,50,false
471,Daniel,Morrison,dmorrisond2,dmorrisond2@narod.ru,Male,147.165.251.104,Alaskan Athabascan,Mifflin,Oakland,CA,94660,Monthly,90,true
472,Christina,Gonzales,cgonzalesd3,cgonzalesd3@imageshack.us,Female,141.174.193.0,Yuman,Colorado,Cumming,GA,30130,Once,54,false
473,Barbara,Peterson,bpetersond4,bpetersond4@army.mil,Female,61.158.251.37,Nicaraguan,Debs,Largo,FL,33777,Weekly,26,true
474,Kathleen,Chavez,kchavezd5,kchavezd5@sitemeter.com,Female,195.189.165.22,Asian Indian,Buena Vista,Mobile,AL,36641,Monthly,54,false
475,Sarah,Spencer,sspencerd6,sspencerd6@csmonitor.com,Female,108.193.222.12,Cheyenne,School,Littleton,CO,80127,Weekly,29,false
476,Bonnie,Fernandez,bfernandezd7,bfernandezd7@cdc.gov,Female,157.131.233.236,Bangladeshi,Hoepker,Fort Myers,FL,33994,Yearly,54,true
477,Carolyn,Barnes,cbarnesd8,cbarnesd8@japanpost.jp,Female,209.253.45.119,Navajo,Bluejay,Greensboro,NC,27415,Yearly,45,false
478,Margaret,Stewart,mstewartd9,mstewartd9@sphinn.com,Female,211.252.207.127,White,Acker,Houston,TX,77085,Often,94,true
479,Gary,Carpenter,gcarpenterda,gcarpenterda@senate.gov,Male,210.61.87.119,Chippewa,Artisan,Cheyenne,WY,82007,Monthly,59,true
480,Rebecca,Moreno,rmorenodb,rmorenodb@java.com,Female,84.114.219.65,Laotian,Longview,Milwaukee,WI,53263,Often,39,true
481,Paula,Montgomery,pmontgomerydc,pmontgomerydc@vinaora.com,Female,157.89.59.77,Asian,Mockingbird,Miami,FL,33158,Weekly,41,false
482,Harry,West,hwestdd,hwestdd@ibm.com,Male,127.134.14.105,Bangladeshi,Muir,San Rafael,CA,94913,Yearly,44,false
483,Stephanie,Snyder,ssnyderde,ssnyderde@stanford.edu,Female,217.70.224.93,Indonesian,Harbort,Brooklyn,NY,11236,Often,72,true
484,Janet,Howard,jhowarddf,jhowarddf@indiegogo.com,Female,254.242.1.100,Black or African American,Brown,Oklahoma City,OK,73167,Once,77,false
485,Kevin,Torres,ktorresdg,ktorresdg@about.com,Male,49.112.169.228,Korean,Bultman,Arlington,VA,22205,Monthly,63,false
486,Alice,Baker,abakerdh,abakerdh@un.org,Female,143.226.11.43,Samoan,Morningstar,Lancaster,CA,93584,Weekly,25,false
487,Ralph,Kim,rkimdi,rkimdi@unc.edu,Male,101.28.200.54,Cheyenne,Washington,Fresno,CA,93762,Often,24,true
488,Richard,Shaw,rshawdj,rshawdj@cam.ac.uk,Male,160.247.62.47,South American,Di Loreto,Mansfield,OH,44905,Seldom,66,true
489,Jean,Baker,jbakerdk,jbakerdk@xinhuanet.com,Female,48.204.197.243,Iroquois,Swallow,Atlanta,GA,31136,Daily,34,true
490,Kathleen,Peterson,kpetersondl,kpetersondl@vk.com,Female,142.53.84.198,Salvadoran,Leroy,Birmingham,AL,35290,Seldom,58,false
491,Jacqueline,Woods,jwoodsdm,jwoodsdm@businesswire.com,Female,29.111.187.22,Thai,Dixon,Tuscaloosa,AL,35405,Never,72,false
492,Carol,Gardner,cgardnerdn,cgardnerdn@pinterest.com,Female,29.136.231.51,Yakama,Hoepker,El Paso,TX,79955,Monthly,24,false
493,Kevin,Carroll,kcarrolldo,kcarrolldo@ibm.com,Male,75.108.20.222,Melanesian,Nevada,West Palm Beach,FL,33411,Seldom,80,true
494,Willie,Martinez,wmartinezdp,wmartinezdp@youtube.com,Male,179.49.37.40,Bangladeshi,Shelley,North Las Vegas,NV,89036,Seldom,95,false
495,Cynthia,Jenkins,cjenkinsdq,cjenkinsdq@privacy.gov.au,Female,211.225.66.209,Crow,David,Fort Smith,AR,72916,Weekly,53,false
496,Arthur,Johnston,ajohnstondr,ajohnstondr@mtv.com,Male,191.116.238.94,Seminole,Brickson Park,Fredericksburg,VA,22405,Seldom,79,true
497,Patrick,Garza,pgarzads,pgarzads@blogtalkradio.com,Male,53.26.115.90,Kiowa,Ridgeway,Waco,TX,76711,Seldom,46,true
498,Virginia,Powell,vpowelldt,vpowelldt@wunderground.com,Female,95.203.18.232,Latin American Indian,Sutherland,Paterson,NJ,07544,Never,99,true
499,Adam,Ramos,aramosdu,aramosdu@reference.com,Male,36.156.185.234,Asian,School,El Paso,TX,79999,Never,49,false
500,Stephanie,Simmons,ssimmonsdv,ssimmonsdv@dmoz.org,Female,56.138.149.177,Delaware,2nd,Grand Rapids,MI,49505,Weekly,78,true
501,Gary,Brown,gbrowndw,gbrowndw@ocn.ne.jp,Male,85.184.168.254,Japanese,Arizona,Macon,GA,31217,Often,58,false
502,Aaron,Rogers,arogersdx,arogersdx@cloudflare.com,Male,208.200.117.110,Yaqui,Tomscot,Decatur,GA,30089,Yearly,58,false
503,Harry,Bishop,hbishopdy,hbishopdy@nature.com,Male,205.34.62.41,Ute,Oak,Austin,TX,78726,Once,36,true
504,Doris,Lane,dlanedz,dlanedz@nba.com,Female,180.111.132.253,American Indian,Dahle,Tucson,AZ,85705,Daily,19,false
505,Clarence,Burke,cburkee0,cburkee0@samsung.com,Male,177.133.143.196,Paiute,Sauthoff,Houston,TX,77281,Never,64,false
506,Lawrence,Fernandez,lfernandeze1,lfernandeze1@examiner.com,Male,22.224.191.235,Cherokee,Darwin,Chicago,IL,60641,Daily,82,true
507,Marie,Mcdonald,mmcdonalde2,mmcdonalde2@epa.gov,Female,162.6.97.225,Paiute,Clyde Gallagher,Philadelphia,PA,19184,Yearly,52,false
508,Brenda,Lane,blanee3,blanee3@unblog.fr,Female,25.209.41.82,Samoan,Mallory,Dallas,TX,75358,Once,60,true
509,Ann,Harrison,aharrisone4,aharrisone4@amazon.co.jp,Female,35.140.167.65,Korean,Red Cloud,El Paso,TX,88514,Daily,81,false
510,Emily,Reid,ereide5,ereide5@a8.net,Female,163.219.241.219,Crow,Oneill,Pittsburgh,PA,15255,Never,25,true
511,Lori,Bryant,lbryante6,lbryante6@a8.net,Female,110.136.233.153,Choctaw,Eagle Crest,Vienna,VA,22184,Often,74,false
512,Paul,Brooks,pbrookse7,pbrookse7@jugem.jp,Male,25.254.75.141,Yaqui,Stone Corner,Anderson,SC,29625,Weekly,21,false
513,Tina,Ford,tforde8,tforde8@bloglovin.com,Female,13.232.96.68,Osage,Bluejay,Syracuse,NY,13205,Never,80,true
514,Walter,Wells,wwellse9,wwellse9@sphinn.com,Male,61.197.21.219,Colombian,Grim,Texarkana,TX,75507,Never,30,false
515,Susan,Reed,sreedea,sreedea@nationalgeographic.com,Female,135.237.157.245,American Indian,Esch,Pasadena,CA,91199,Often,54,true
516,Walter,Oliver,wolivereb,wolivereb@flickr.com,Male,208.249.255.243,Thai,Roth,Lima,OH,45807,Never,44,true
517,Jean,Murray,jmurrayec,jmurrayec@youtu.be,Female,244.120.43.11,Houma,Logan,Des Moines,IA,50393,Weekly,29,true
518,Judy,Robertson,jrobertsoned,jrobertsoned@earthlink.net,Female,232.240.237.75,Ottawa,Ridgeview,Garland,TX,75044,Once,96,true
519,Harry,Johnston,hjohnstonee,hjohnstonee@narod.ru,Male,181.131.163.235,Cree,Summer Ridge,Bloomington,IN,47405,Once,83,true
520,Arthur,Hamilton,ahamiltonef,ahamiltonef@newyorker.com,Male,30.91.162.161,Paiute,Lakewood,Oklahoma City,OK,73104,Daily,89,true
521,Terry,Webb,twebbeg,twebbeg@t.co,Male,183.234.50.105,Nicaraguan,Messerschmidt,Midland,TX,79705,Monthly,85,false
522,Scott,Long,slongeh,slongeh@latimes.com,Male,118.36.241.52,Eskimo,Little Fleur,Elizabeth,NJ,07208,Often,96,true
523,Louise,Henderson,lhendersonei,lhendersonei@dropbox.com,Female,173.114.39.193,Navajo,4th,Irving,TX,75037,Yearly,47,false
524,Nicole,Simmons,nsimmonsej,nsimmonsej@constantcontact.com,Female,147.166.150.21,Chickasaw,Sloan,San Jose,CA,95123,Yearly,65,true
525,Karen,Cook,kcookek,kcookek@blogger.com,Female,254.202.122.242,Black or African American,Golf,Las Vegas,NV,89166,Yearly,34,true
526,Christopher,Meyer,cmeyerel,cmeyerel@shutterfly.com,Male,50.124.20.61,Puerto Rican,Reindahl,Houston,TX,77045,Once,89,true
527,Shirley,Morris,smorrisem,smorrisem@angelfire.com,Female,7.242.112.140,Osage,Grover,Sioux City,IA,51105,Daily,98,false
528,Karen,Russell,krussellen,krussellen@wp.com,Female,183.92.181.174,Seminole,Eggendart,Arlington,TX,76011,Weekly,88,false
529,Joshua,Patterson,jpattersoneo,jpattersoneo@godaddy.com,Male,14.106.70.78,Blackfeet,Park Meadow,Washington,DC,20244,Daily,27,true
530,Joshua,Wood,jwoodep,jwoodep@salon.com,Male,171.54.15.20,Bolivian,Forster,Topeka,KS,66617,Weekly,79,true
531,Lori,Perry,lperryeq,lperryeq@army.mil,Female,160.197.31.142,Black or African American,Shelley,Roanoke,VA,24014,Monthly,88,false
532,Russell,Williams,rwilliamser,rwilliamser@businessweek.com,Male,115.200.244.124,American Indian,Leroy,Shreveport,LA,71115,Monthly,85,true
533,Kathryn,Lynch,klynches,klynches@i2i.jp,Female,143.239.194.2,Yuman,Brickson Park,Lima,OH,45807,Monthly,96,false
534,Douglas,Hunter,dhunteret,dhunteret@ucsd.edu,Male,19.67.64.228,Polynesian,Roxbury,Kansas City,MO,64136,Once,92,true
535,Raymond,Porter,rportereu,rportereu@histats.com,Male,82.217.161.199,Nicaraguan,Crownhardt,Seattle,WA,98133,Once,60,true
536,Kathryn,Robinson,krobinsonev,krobinsonev@microsoft.com,Female,152.231.240.157,Iroquois,Ruskin,Jamaica,NY,11480,Often,44,true
537,Denise,Franklin,dfranklinew,dfranklinew@pinterest.com,Female,188.135.9.33,Japanese,Holmberg,Tallahassee,FL,32399,Often,28,false
538,Beverly,Garcia,bgarciaex,bgarciaex@archive.org,Female,159.128.118.134,Paiute,Derek,Seattle,WA,98195,Seldom,60,false
539,Arthur,Harrison,aharrisoney,aharrisoney@illinois.edu,Male,241.213.134.88,Micronesian,Toban,Lakeland,FL,33811,Daily,41,true
540,Louis,Cole,lcoleez,lcoleez@cisco.com,Male,124.36.9.182,Filipino,Linden,Salt Lake City,UT,84110,Daily,90,true
541,Diane,Bell,dbellf0,dbellf0@bloglines.com,Female,74.75.51.142,Cheyenne,Lyons,Pasadena,CA,91103,Daily,98,true
542,Kathleen,Wallace,kwallacef1,kwallacef1@independent.co.uk,Female,178.27.94.185,Pakistani,Waubesa,Clearwater,FL,34620,Monthly,28,true
543,Christine,Fowler,cfowlerf2,cfowlerf2@vk.com,Female,179.210.185.171,Filipino,Center,Buffalo,NY,14205,Monthly,88,false
544,Aaron,Diaz,adiazf3,adiazf3@mapquest.com,Male,245.186.223.7,Navajo,Manitowish,Homestead,FL,33034,Daily,57,false
545,Gary,Long,glongf4,glongf4@cnbc.com,Male,24.34.118.55,Tohono O'Odham,Ridgeway,Orlando,FL,32830,Daily,85,true
546,Albert,Ramirez,aramirezf5,aramirezf5@eepurl.com,Male,129.162.98.16,Spaniard,Tennessee,Anaheim,CA,92805,Daily,90,true
547,Walter,Franklin,wfranklinf6,wfranklinf6@blogspot.com,Male,152.221.71.172,Chickasaw,Hoard,Los Angeles,CA,90101,Yearly,30,true
548,Susan,Parker,sparkerf7,sparkerf7@upenn.edu,Female,23.184.52.143,Vietnamese,Bartillon,Richmond,VA,23208,Daily,89,true
549,Ryan,Cunningham,rcunninghamf8,rcunninghamf8@themeforest.net,Male,18.184.106.22,Taiwanese,Doe Crossing,Palm Bay,FL,32909,Weekly,27,true
550,Douglas,Meyer,dmeyerf9,dmeyerf9@comcast.net,Male,99.61.218.187,Cuban,Arkansas,El Paso,TX,88525,Never,51,true
551,Christine,Bell,cbellfa,cbellfa@yelp.com,Female,78.2.219.227,Honduran,Crescent Oaks,Anchorage,AK,99507,Monthly,36,false
552,Paul,Ford,pfordfb,pfordfb@cdbaby.com,Male,30.174.199.81,Alaska Native,Gerald,Arlington,VA,22217,Yearly,86,false
553,Evelyn,Thomas,ethomasfc,ethomasfc@seattletimes.com,Female,23.178.88.141,Colombian,Scoville,Alexandria,LA,71307,Seldom,52,true
554,Christina,Freeman,cfreemanfd,cfreemanfd@fotki.com,Female,20.196.124.208,Bolivian,Sage,Atlanta,GA,31119,Monthly,51,true
555,Chris,Andrews,candrewsfe,candrewsfe@yellowbook.com,Male,6.50.146.36,Tohono O'Odham,Shopko,Nashville,TN,37215,Yearly,85,false
556,Cheryl,Collins,ccollinsff,ccollinsff@is.gd,Female,17.214.178.95,American Indian,Oak,Washington,DC,20442,Yearly,46,false
557,Benjamin,Romero,bromerofg,bromerofg@themeforest.net,Male,241.200.53.167,Delaware,Brickson Park,Portland,OR,97240,Daily,68,true
558,Rebecca,Hall,rhallfh,rhallfh@bigcartel.com,Female,155.239.187.183,Polynesian,Brickson Park,Kansas City,MO,64160,Never,97,false
559,Ann,Robertson,arobertsonfi,arobertsonfi@xinhuanet.com,Female,139.41.237.9,Honduran,Dryden,Littleton,CO,80127,Once,75,false
560,Annie,Sullivan,asullivanfj,asullivanfj@list-manage.com,Female,24.225.187.158,Choctaw,Mallard,Ogden,UT,84403,Seldom,61,false
561,Joseph,Snyder,jsnyderfk,jsnyderfk@zimbio.com,Male,147.244.43.186,Yuman,Alpine,Melbourne,FL,32919,Seldom,33,true
562,Scott,Black,sblackfl,sblackfl@merriam-webster.com,Male,225.153.154.197,Venezuelan,Eastlawn,South Bend,IN,46634,Daily,24,false
563,Judy,Sanchez,jsanchezfm,jsanchezfm@nsw.gov.au,Female,128.96.135.228,Navajo,Truax,Lubbock,TX,79410,Seldom,87,false
564,Tina,Kelley,tkelleyfn,tkelleyfn@hp.com,Female,123.243.17.75,Chickasaw,Fulton,Anderson,IN,46015,Often,62,false
565,Sandra,Williamson,swilliamsonfo,swilliamsonfo@businessweek.com,Female,199.116.76.24,Crow,Hallows,Grand Rapids,MI,49510,Seldom,99,false
566,Deborah,Andrews,dandrewsfp,dandrewsfp@list-manage.com,Female,11.235.28.231,Chippewa,Gulseth,Buffalo,NY,14263,Monthly,73,false
567,Aaron,Stewart,astewartfq,astewartfq@bbc.co.uk,Male,112.223.40.254,Ute,Bartillon,Montgomery,AL,36114,Once,83,true
568,Kimberly,Chavez,kchavezfr,kchavezfr@umich.edu,Female,38.12.232.90,Chinese,Ilene,Sioux Falls,SD,57193,Yearly,72,false
569,Eugene,Fields,efieldsfs,efieldsfs@ning.com,Male,172.0.158.151,Comanche,Red Cloud,Washington,DC,20380,Daily,48,true
